9,8,9,11,12,6,10,11,10,1,6,12,0,0,3,4,16,16,17,9,15,16,15,0,13,0,0,15,15,10,0,9,10,12,8,4,14,0,4,2,0,6,10,1,0,12,10,0,10,10,0,8,0,0,0,9,7,14,3,0,0,8,15,10,4,0,8,11,16,9,9,0,0,17,9,0,16,9,0,0,0,0,15,8,0,0,0,0,0,0,0,1,3,0,6,4,0,0,0,0,0,2,0,0,8,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1.6516,0.25992,2.5519,0.32145,1.1986,2.407,1.7689,0.19998,-0.28256,0.80953,-0.19654,-0.13364,0,0,-0.2589,1.4015,0.51901,1.4529,0.89991,-0.16991,0.68446,1.2142,0.40892,0,1.3095,0,0,0.31805,0.14974,-0.036709,0,-0.1217,-1.2293,1.3646,-0.02206,0.96776,0.77838,0,1.8828,-0.48114,0,1.0631,0.75054,0.34519,0,0.86195,-0.061545,0,0.21579,-0.61544,0,-1.0373,0,0,0,-0.19266,-0.16783,1.2104,0.76518,0,0,1.1759,0.55765,0.95714,2.8107,0,0.93959,1.2484,-0.032289,-0.087689,0.56385,0,0,1.1226,-0.43293,0,0.90812,-0.57061,0,0,0,0,-0.2794,-0.16479,0,0,0,0,0,0,0,-0.2221,0.10263,0,1.8592,0.49673,0,0,0,0,0,-0.33094,0,0,1.4009,0,0,0,0,-0.36775,0,0,0.21107,0,0,0,0,0,0,0,0,0,0,0,0,0.26578,0,0,0.36789,0,0,0,0,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,0,0,26,28,30,32,34,36,38,40,42,0,44,0,0,46,48,50,0,52,54,56,58,60,62,0,64,66,0,68,70,72,0,74,76,0,78,80,0,82,0,0,0,84,86,88,90,0,0,92,94,96,98,0,100,102,104,106,108,0,0,110,112,0,114,116,0,0,0,0,118,120,0,0,0,0,0,0,0,122,124,0,126,128,0,0,0,0,0,130,0,0,132,0,0,0,0,134,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,5,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,6,0,0,6,0,5,5,5,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,7,7,0,0,2,0,0,5,6,6,1,0,0,4,1,1,1,3,1,1,0,0,3,0,0,5,5,5,1,1,0,1,3,0,2,2,2,4,0,3,1,0,3,4,5,5,1,3,1,4,2,2,2,2,0,2,2,0,1,3,3,3,6,6,3,6,4,4,4,4
