5,2,10,15,13,16,15,12,9,16,9,14,8,4,9,2,1,13,13,15,15,16,15,3,10,3,3,0,12,15,3,0,0,3,12,14,0,0,0,6,7,0,3,14,0,0,16,0,1,0,9,0,0,0,9,0,14,17,5,13,0,17,2,0,0,0,0,0,1,3,0,5,10,3,11,10,0,10,0,0,0,0,0,0,3,0,0,6,0,9,0,0,6,13,8,12,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0
0.51549,0.76411,0.92412,0.61838,0.75284,1.2721,0.42364,0.49612,-0.066815,1.0419,-0.10084,1.221,1.2422,-1.0449,1.8399,0.19905,1.2183,0.4623,0.50839,0.50916,0.36162,1.3576,0.3054,0.064705,0.51527,0.61171,0.42559,0,1.7084,1.2838,0.61199,0,0,0.019017,1.8518,0.37729,0,0,0,-0.88358,0.71942,0,-0.015564,0.73896,0,0,1.1657,0,0.58167,0,0.28519,0,0,0,0.36732,0,2.2706,0.7857,2.0406,1.2283,0,0.67753,-1.3126,0,0,0,0,0,2.4604,-0.95198,0,-0.71391,-0.27995,-0.49976,0.85128,1.0755,0,0.47373,0,0,0,0,0,0,1.1123,0,0,0.55616,0,2.2097,0,0,-1.1022,1.2979,0.68945,0.65715,0,0,0,0,0.6318,0,0,0,0,0,0,0,0,-0.031611,0,0,0,0,0,0,0,0,0,0,0,0.45451,0,0,0,0.31486,0,0,0,-0.12375,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,0,56,58,60,0,0,62,64,66,0,0,0,68,70,0,72,74,0,0,76,0,78,0,80,0,0,0,82,0,84,86,88,90,0,92,94,0,0,0,0,0,96,98,0,100,102,104,106,108,0,110,0,0,0,0,0,0,112,0,0,114,0,116,0,0,118,120,122,124,0,0,0,0,126,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,132,0,0,0,134,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,1,2,4,0,0,1,0,0,5,4,0,7,0,3,0,5,2,2,0,3,0,0,0,0,4,0,0,1,1,5,5,6,0,0,2,0,0,0,0,0,4,0,4,2,1,2,2,1,0,2,2,0,2,0,7,6,0,0,0,0,6,7,5,5,0,5,5,4,1,6,1,4,4,0,2,3,2,4,4,7,7,1,1,1,1,0,1,3,1,0,5,2,2,0,3,5,5,3,3
