15,11,8,11,6,13,9,1,12,1,8,3,2,10,3,5,4,15,0,3,12,0,0,16,15,11,15,7,7,2,0,3,1,0,0,0,0,15,7,0,5,14,2,8,10,5,2,5,0,0,4,0,0,9,0,17,11,0,0,0,0,0,17,0,7,2,0,0,6,0,0,4,0,0,0,0,0,0,0,13,0,0,2,0,0,14,13,0,1,0,13,0,0,10,0,0,0,17,0,0,5,13,0,0,1,0,0,2,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0
0.61838,0.34847,1.1322,0.19665,1.6068,0.69985,1.639,1.2804,1.2959,1.2142,1.2186,0.40936,0.5761,1.6038,0.75031,0.96682,0.61693,0.25496,0,0.07911,0.78208,0,0,0.90405,1.3687,0.45509,1.8346,1.1547,1.7119,1.9526,0,-0.76894,-1.1132,0,0,0,0,-0.23165,0.40938,0,-0.90432,0.91421,0.19643,0.296,0.15782,0.71672,-0.14177,-0.06306,0,0,1.1661,0,0,2.2294,0,0.64258,-0.17572,0,0,0,0,0,0.098846,0,0.084097,0.91481,0,0,0.63544,0,0,1.0995,0,0,0,0,0,0,0,0.81704,0,0,0.67118,0,0,2.3885,0.10657,0,0.047081,0,0.90307,0,0,0.36796,0,0,0,1.1676,0,0,2.3309,0.72763,0,0,-0.45994,0,0,1.537,0,0,0.69559,0,0,0,0,-0.018881,0,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,0,38,40,0,0,42,44,46,48,50,52,54,0,56,58,0,0,0,0,60,62,0,64,66,68,70,72,74,76,78,0,0,80,0,0,82,0,84,86,0,0,0,0,0,88,0,90,92,0,0,94,0,0,96,0,0,0,0,0,0,0,98,0,0,100,0,0,102,104,0,106,0,108,0,0,110,0,0,0,112,0,0,114,116,0,0,118,0,0,120,0,0,122,0,0,0,0,124,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,4,0,0,6,5,6,6,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,2,0,7,0,0,3,2,6,1,1,0,1,0,0,3,5,0,3,2,0,4,4,2,4,1,4,4,0,2,7,0,6,6,0,0,3,0,1,0,7,5,0,5,2,5,0,2,7,0,0,3,3,0,1,3,0,1,5,0,2,2,7,7,0,1,3,3,1,1,5,5,6,3
