5,16,10,9,2,9,15,15,12,13,4,15,0,4,7,13,10,3,0,0,0,0,10,0,16,16,0,5,3,14,14,8,13,9,0,8,13,0,9,0,0,2,1,16,4,14,3,6,6,2,3,0,1,0,15,0,0,11,3,0,0,0,0,14,7,0,0,0,0,11,0,6,9,15,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,6,15,2,0,0,0,0,11,0,13,0,0,0,0,0,0,12,0,14,0,0,9,0,0,0,10,0,0,0,0,0
1.0068,1.5007,0.76876,0.83093,-0.16907,1.0339,0.47161,0.65821,1.2863,0.38633,0.32403,0.34135,0,0.071038,2.1064,0.38658,0.52998,0.038838,0,0,0,0,-0.24352,0,0.34713,0.42234,0,1.2453,0.72613,0.58028,2.1968,0.2524,0.69689,1.3189,0,0.66752,0.41468,0,0.17531,0,0,0.17131,0.96419,1.1422,0.083181,0.51112,-0.042335,1.1643,0.17383,0.89314,-0.32836,0,0.38764,0,2.02,0,0,-0.10765,0.0058467,0,0,0,0,0.10264,0.65673,0,0,0,0,0.49684,0,0.23336,-0.36602,-0.53468,0.027888,-0.17947,0,0,0,0,1.196,0,0,0,0,0,0,0,0,0,1.3178,0,0,0,0,0.57566,0,0,0.86096,-1.0859,0.10955,0,0,0,0,0.32629,0,0.85856,0,0,0,0,0,0,1.6577,0,1.3406,0,0,2.7204,0,0,0,-0.0040684,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,0,26,28,30,32,34,0,0,0,0,36,0,38,40,0,42,44,46,48,50,52,54,0,56,58,0,60,0,0,62,64,66,68,70,72,74,76,78,80,0,82,0,84,0,0,86,88,0,0,0,0,90,92,0,0,0,0,94,0,96,98,100,102,104,0,0,0,0,106,0,0,0,0,0,0,0,0,0,108,0,0,0,0,110,0,0,112,114,116,0,0,0,0,118,0,120,0,0,0,0,0,0,122,0,124,0,0,126,0,0,0,128,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,2,4,2,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,0,0,2,2,4,4,0,0,7,7,2,4,0,6,0,0,0,0,0,3,3,5,4,0,4,4,7,7,5,5,4,5,7,0,7,7,6,1,0,3,3,0,0,0,3,3,1,3,0,2,0,7,6,6,3,3,1,0,1,0,2,2,0,7,6,1,0,1,7,7,1,1
