3,15,5,8,6,4,10,12,1,5,9,13,17,4,7,16,8,9,11,16,3,1,9,11,3,0,0,15,0,15,14,0,0,0,0,12,16,13,7,12,13,15,2,8,0,0,0,15,0,16,1,0,0,6,10,8,15,17,3,0,0,0,0,13,9,3,0,1,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,7,15,10,17,0,0,0,0,14,0,0,13,8,0,0,0,0,0,0,15,0,0,12,16,0,4,6,15,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,0,0,0
0.69131,0.64476,0.53589,-0.58812,0.95742,1.3785,0.33355,0.50182,1.2973,0.5179,1.6447,0.39066,0.18332,0.51497,1.9033,0.52591,-0.98401,0.80035,0.40636,1.0421,-0.3866,1.4074,2.3863,0.31498,1.6313,0,0,0.64181,0,0.53256,1.6852,0,0,0,0,0.78374,0.30591,0.87078,0.23891,1.0818,0.90142,1.575,0.77347,0.95112,0,0,0,0.25536,0,1.1163,0.49082,0,0,2.3932,0.90201,1.3022,-0.57108,0.7154,0.0034876,0,0,0,0,1.4434,-0.34568,-0.31268,0,-0.16549,0,0,2.6992,0,0,0,0,0,0,-0.30126,0,0,0,0,0,0,0,0,0.7979,0,0,0.2506,-0.37224,0.40681,0.47683,0,0,0,0,0.31721,0,0,0.4468,1.9427,0,0,0,0,0,0,0.44157,0,0,1.37,-0.491,0,0.28882,-0.39381,1.7441,0.28892,0,0,0,0,0,0,0,0,0.82598,0,0,0,0,0,0,-0.38422,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,0,0,52,0,54,56,0,0,0,0,58,60,62,64,66,68,70,72,74,0,0,0,76,0,78,80,0,0,82,84,86,88,90,92,0,0,0,0,94,96,98,0,100,0,0,102,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,106,0,0,108,110,112,114,0,0,0,0,116,0,0,118,120,0,0,0,0,0,0,122,0,0,124,126,0,128,130,132,134,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,138,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,6,6,1,6,0,0,0,0,0,0,0,0,0,4,7,7,0,1,0,0,2,2,0,0,0,0,0,0,7,3,5,4,0,0,0,4,0,4,4,0,7,4,2,2,3,2,0,1,3,1,3,3,1,4,4,0,3,2,0,0,0,0,1,4,1,6,0,4,5,0,0,7,3,3,2,2,6,0,3,6,0,0,3,0,0,0,0,5,7,7,6,6,1,1,6,0,3,1,4,4,4,4,0,5,6,1,5,5
