3,5,8,15,15,16,9,12,13,8,10,8,2,15,1,3,1,4,3,0,0,3,9,3,11,9,4,12,7,11,0,10,0,11,12,12,4,3,0,0,9,6,15,3,0,13,4,0,14,0,0,4,11,16,4,0,0,0,0,8,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,16,11,12,0,0,0,7,0,0,13,0,9,0,0,14,12,0,0,0,0,15,6,13,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0
-0.058809,0.4237,0.6796,0.54482,0.13079,1.1088,1.714,0.42733,0.6706,0.51823,0.95134,-0.91869,0.75081,0.45303,0.51496,-0.27344,2.0206,1.6721,-0.71141,0,0,-1.0402,2.2757,0.75865,0.75325,-0.14529,1.149,3.0456,1.1547,0.082517,0,-1.1027,0,0.41441,1.2037,0.61405,2.2852,-1.0938,0,0,1.6123,0.75762,3.6396,0.30577,0,0.3976,0.38414,0,1.9013,0,0,-0.21832,0.29304,2.3661,1.159,0,0,0,0,-0.46633,-0.49409,0,0,0,0,0,0,0,0,0.88172,0,0,0,0,0,0,0,0.10626,0.52523,1.1526,2.1388,0,0,0,2.07,0,0,0.6548,0,0.76124,0,0,1.7236,1.5637,0,0,0,0,0.29927,0.66697,0.78587,0,0,0,0,0,0,0,0,0.517,1.5726,0,0,0,0,0,0,0.61792,-0.0043754,0,2.1387,0,0,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,0,0,40,42,44,46,48,50,52,54,56,0,58,0,60,62,64,66,68,0,0,70,72,74,76,0,78,80,0,82,0,0,84,86,88,90,0,0,0,0,92,94,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,98,100,102,104,0,0,0,106,0,0,108,0,110,0,0,112,114,0,0,0,0,116,118,120,0,0,0,0,0,0,0,0,122,124,0,0,0,0,0,0,126,128,0,130,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,7,0,0,0,0,3,0,0,1,0,1,5,0,0,0,0,7,7,6,6,0,0,4,1,5,5,5,5,4,4,0,7,4,7,7,7,6,6,0,0,0,0,4,3,3,0,3,1,0,5,0,2,6,0,0,6,4,2,3,0,0,0,1,1,1,3,3,2,2,4,0,0,6,3,1,1,3,6,0,0,3,0,2,2,2,2,3,3,3,3,4,1
