15,1,9,12,11,4,1,12,15,4,16,7,4,9,12,5,5,3,5,2,0,3,0,9,13,7,9,7,10,13,0,0,0,0,0,16,11,3,0,0,0,2,13,0,14,16,7,16,8,16,2,10,0,0,0,14,0,0,0,9,7,0,13,0,10,5,17,0,0,14,1,4,0,3,2,0,0,12,0,11,0,0,0,0,0,11,0,11,2,0,0,0,0,14,0,0,0,3,0,0,12,3,0,0,0,0,17,0,0,0,0,8,10,0,0,0,7,0,0,15,0,0,0,0,0,6,0,0,0,13,0,1,0,0,0,0,0,0,0,0,14,0,0
0.65973,0.7998,1.6516,0.48056,0.27144,0.8167,0.51496,0.40795,0.18602,2.0142,1.2307,0.52453,2.1626,2.5519,1.1481,0.088042,0.012586,-0.59351,0.99912,1.0851,0,-0.38928,0,-0.066815,0.65244,1.1059,0.094755,1.4809,2.2767,1.2025,0,0,0,0,0,-0.11458,0.21177,0.43462,0,0,0,1.4726,0.9762,0,1.0182,1.1339,2.4669,0.80674,1.1205,1.9125,2.463,1.5692,0,0,0,0.64872,0,0,0,0.47739,0.66756,0,0.81982,0,0.34224,-0.052963,0.2515,0,0,0.85929,-1.0657,0.23291,0,-0.46889,0.83164,0,0,0.99566,0,-0.15852,0,0,0,0,0,-0.37553,0,0.69447,-1.5191,0,0,0,0,0.43227,0,0,0,1.7708,0,0,0.30253,0.9436,0,0,0,0,0.71804,0,0,0,0,0.13693,1.1007,0,0,0,1.914,0,0,2.6159,0,0,0,0,0,0.055914,0,0,0,0.66298,0,-0.41193,0,0,0,0,0,0,0,0,1.4685,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,0,42,0,44,46,48,50,52,54,56,0,0,0,0,0,58,60,62,0,0,0,64,66,0,68,70,72,74,76,78,80,82,0,0,0,84,0,0,0,86,88,0,90,0,92,94,96,0,0,98,100,102,0,104,106,0,0,108,0,110,0,0,0,0,0,112,0,114,116,0,0,0,0,118,0,0,0,120,0,0,122,124,0,0,0,0,126,0,0,0,0,128,130,0,0,0,132,0,0,134,0,0,0,0,0,136,0,0,0,138,0,140,0,0,0,0,0,0,0,0,142,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,6,3,6,6,0,0,0,2,6,6,0,0,3,0,0,0,0,0,0,0,0,7,7,7,0,4,1,6,0,0,4,0,1,0,0,0,4,4,0,0,0,2,0,0,4,2,0,5,0,5,7,7,7,7,0,3,0,0,3,3,6,1,0,1,3,1,0,2,2,0,0,4,4,4,2,0,5,5,5,4,0,0,1,1,2,0,1,1,0,2,2,2,4,2,0,5,3,3,0,3,0,3,2,2,5,5,3,3,3,0,3,3
