16,15,5,12,9,2,16,4,3,13,4,14,9,9,0,4,10,12,14,9,6,12,0,5,12,5,5,8,13,0,0,0,0,11,3,15,5,6,7,8,0,0,7,0,0,16,7,6,0,0,7,0,15,16,9,0,0,10,17,17,7,9,5,16,14,0,14,1,0,11,0,0,0,7,0,0,0,13,0,0,2,0,0,12,0,0,0,14,5,0,2,0,0,0,0,3,10,0,0,2,0,0,0,0,0,7,1,0,0,0,0,9,0,0,0,2,0,15,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0403,0.65841,0.76364,0.4412,1.3037,0.76323,2.4973,0.34674,0.29556,0.73748,1.5018,0.61087,-0.096578,1.5536,0,-0.16109,-0.1504,0.79654,1.9057,0.13624,1.3759,0.11529,0,-0.00821,0.98657,-0.39702,-0.42077,0.9383,0.47378,0,0,0,0,0.37813,-1.0618,-0.078332,0.53468,0.29659,1.7129,1.4275,0,0,1.4144,0,0,1.7533,0.26959,-1.2379,0,0,0.77552,0,1.1631,1.3162,2.8769,0,0,0.57335,0.73641,0.169,1.4648,-0.5972,1.2121,0.71155,0.89959,0,0.17963,0.97128,0,-0.072209,0,0,0,0.026955,0,0,0,0.44927,0,0,0.69179,0,0,1.4431,0,0,0,1.2084,0.11878,0,0.14268,0,0,0,0,2.0589,1.7531,0,0,0.18666,0,0,0,0,0,0.47371,-0.18941,0,0,0,0,0.79564,0,0,0,0.75147,0,-0.3942,0,-0.57927,1.1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,0,30,32,34,36,38,40,42,0,44,46,48,50,52,54,0,0,0,0,56,58,60,62,64,66,68,0,0,70,0,0,72,74,76,0,0,78,0,80,82,84,0,0,86,88,90,92,94,96,98,100,0,102,104,0,106,0,0,0,108,0,0,0,110,0,0,112,0,0,114,0,0,0,116,118,0,120,0,0,0,0,122,124,0,0,126,0,0,0,0,0,128,130,0,0,0,0,132,0,0,0,134,0,136,0,138,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,6,6,0,0,0,0,0,0,0,2,7,0,5,5,0,0,0,5,5,0,4,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,4,0,2,4,4,0,3,5,5,0,4,2,0,7,7,0,7,6,6,0,0,1,0,1,2,3,3,0,0,6,5,0,2,2,2,4,4,0,0,1,1,5,4,0,2,7,4,0,3,0,1,0,0,1,3,3,2,2,2,7,7,7,7,2,2,3,1,1,1,1,1,3,3
