15,12,8,10,5,10,13,15,16,4,6,6,9,5,6,15,0,0,0,3,15,7,12,13,0,17,0,2,7,7,12,0,0,17,14,11,11,0,9,0,0,12,13,5,7,2,14,13,14,4,0,6,10,13,0,0,1,0,0,0,0,0,0,8,3,4,14,0,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,7,10,9,0,16,14,0,0,11,0,16,0,0,0,0,0,5,12,9,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,11,0,4,0,0,0,0,0,0,17,10,0,0,13,17,1,0,0,0,0,0
0.63515,0.44345,0.94427,0.037788,0.99006,0.43763,0.55803,0.4651,0.50106,1.3804,2.5769,1.8935,1.6575,0.82692,0.80643,-0.1131,0,0,0,0.0073842,-0.31853,1.3345,1.5146,0.20262,0,0.52288,0,0.40697,1.1425,2.1556,0.32945,0,0,1.5409,0.50669,0.72441,0.17215,0,0.0962,0,0,0.091195,0.70051,-0.12412,0.75705,-0.12006,1.0109,0.019857,-0.19956,2.4216,0,1.8026,1.426,1.3983,0,0,1.0648,0,0,0,0,0,0,0.29778,0.64621,2.1207,0.68702,0,0,0,0,0,0,0,0,0,0,1.291,0.73738,2.0119,0,0,0,1.8998,1.9171,-0.22793,0,1.3808,1.2643,0,0,0.28411,0,0.92395,0,0,0,0,0,1.7664,0.79351,2.0908,0,0,0,0,0,-0.11311,-1.0062,-0.7743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36254,0,0.25024,0.36324,0,-0.39024,0,0,0,0,0,0,1.0802,1.0599,0,0,0.82943,1.0138,0.11273,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,0,0,0,34,36,38,40,42,0,44,0,46,48,50,52,0,0,54,56,58,60,0,62,0,0,64,66,68,70,72,74,76,78,80,0,82,84,86,0,0,88,0,0,0,0,0,0,90,92,94,96,0,0,0,0,0,0,0,0,0,0,98,100,102,0,0,0,104,106,108,0,110,112,0,0,114,0,116,0,0,0,0,0,118,120,122,0,0,0,0,0,124,126,128,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,132,134,0,136,0,0,0,0,0,0,138,140,0,0,142,144,146,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,2,0,7,0,0,0,0,6,5,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,6,1,5,1,2,3,0,0,0,0,5,4,4,2,2,2,4,2,7,7,0,0,0,5,7,7,0,0,0,4,0,0,5,5,0,5,0,5,4,1,2,2,0,0,0,4,7,2,7,7,0,0,0,1,1,1,5,5,3,5,2,7,2,2,4,7,0,1,0,0,1,0,1,1,6,6,6,1,0,0,1,3,0,0,0,3,3,3,3,3
