16,5,9,8,9,7,12,11,13,16,12,13,8,9,0,13,15,10,6,14,11,9,0,5,14,0,12,0,0,13,9,3,13,15,11,17,15,0,0,13,0,6,16,16,0,0,0,0,0,7,0,13,0,9,7,4,0,0,2,0,0,3,0,7,3,15,0,0,0,0,1,0,16,0,17,6,0,10,16,1,5,0,0,2,0,0,0,15,0,11,7,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,13,0,14,0,0,0,0,0
1.5085,1.0011,1.3831,0.25077,1.7018,1.1401,0.57151,0.20876,0.50007,0.022208,1.4196,0.77745,0.95177,2.7375,0,0.38658,0.5079,0.51445,-0.7067,0.84334,1.4992,2.473,0,0.055242,1.5563,0,0.79752,0,0,0.35913,0.12996,0.30356,0.93443,0.92594,0.21911,0.75638,0.65554,0,0,1.0904,0,1.7608,0.06147,1.637,0,0,0,0,0,0.14815,0,0.86992,0,-0.49755,0.56452,0.7573,0,0,1.0312,0,0,-0.51924,0,1.4304,-0.45438,0.10585,0,0,0,0,0.48755,0,2.1521,0,0.69137,-0.083858,0,0.07051,-0.47036,1.0577,0.12533,0,0,0.023754,0,0,0,0.25296,0,0.38303,0.45458,0,0.069247,0,0,1.8964,0,0,0,0,0,0,0,0,1.7969,0,0,0,0,0,0,0.78815,0,0,0,0,0,0,1.1955,0,0,0,0,1.1134,0,0.95492,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,0,30,32,34,36,38,40,42,0,44,46,0,48,0,0,50,52,54,56,58,60,62,64,0,0,66,0,68,70,72,0,0,0,0,0,74,0,76,0,78,80,82,0,0,84,0,0,86,0,88,90,92,0,0,0,0,94,0,96,0,98,100,0,102,104,106,108,0,0,110,0,0,0,112,0,114,116,0,118,0,0,120,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,124,0,0,0,0,0,0,126,0,0,0,0,128,0,130,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,5,0,7,7,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,5,4,4,2,2,0,6,0,3,0,0,0,4,1,0,3,1,0,4,0,0,0,3,7,4,7,0,5,0,6,0,0,3,0,0,0,0,1,5,0,4,4,3,0,3,0,0,3,0,7,7,0,5,3,6,6,3,1,1,6,0,1,1,1,3,2,2,0,1,7,4,4,4,2,0,5,5,6,1,0,1,0,2,1,1,2,2
