8,1,12,16,13,8,9,14,2,2,15,4,10,3,11,14,9,15,7,15,3,16,4,2,16,3,3,11,10,10,0,15,10,5,15,14,0,0,0,0,15,16,16,0,6,10,10,7,16,8,0,0,6,4,0,0,7,17,16,0,0,0,0,0,0,7,16,6,7,0,0,0,0,0,5,0,0,2,11,0,0,17,16,5,10,14,6,0,0,0,0,7,1,0,8,0,0,0,0,11,16,0,0,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0
0.76588,0.9542,1.132,1.369,0.36736,1.7613,1.2926,0.57876,-0.17466,1.2975,0.12188,1.4744,1.2893,0.9904,0.71582,0.56269,-0.37433,1.1088,0.56936,0.56735,-0.225,-0.84224,1.1329,0.17292,1.8123,0.73625,0.31912,0.2007,1.0855,2.0212,0,0.56225,-0.089664,0.30627,0.31395,1.4895,0,0,0,0,1.7826,0.55545,1.3028,0,-0.17509,0.36622,-0.11183,1.0057,0.92929,1.2054,0,0,2.78,0.7475,0,0,1.1564,0.68122,0.59801,0,0,0,0,0,0,0.35202,0.46037,0.50039,0.46581,0,0,0,0,0,-0.19792,0,0,0.99599,1.1553,0,0,0.59242,1.2927,0.67138,0.50159,0.059813,1.3027,0,0,0,0,1.5283,0.12991,0,1.3259,0,0,0,0,0.61555,0.5696,0,0,0.011074,1.944,0,0,-0.90765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73946,0,0,0,0,0,0,0,0,0,0,-0.038322,0,0,0.82666,-0.86351,0,0,0,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,0,62,64,66,68,70,0,0,0,0,72,74,76,0,78,80,82,84,86,88,0,0,90,92,0,0,94,96,98,0,0,0,0,0,0,100,102,104,106,0,0,0,0,0,108,0,0,110,112,0,0,114,116,118,120,122,124,0,0,0,0,126,128,0,130,0,0,0,0,132,134,0,0,136,138,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,144,0,0,146,148,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,1,0,0,0,4,0,0,0,0,0,0,5,7,0,0,2,3,0,0,0,7,7,3,2,6,6,0,0,0,0,1,1,5,5,6,0,1,5,0,0,1,4,0,0,0,0,0,0,4,4,2,2,0,0,4,0,2,1,3,3,0,0,3,3,0,0,4,2,0,5,1,6,1,1,5,5,4,5,4,7,2,4,2,0,7,2,7,7,7,7,1,2,1,1,0,3,3,0,0,3,5,5,7,2,1,3,6,6,3,3
