9,15,9,8,4,11,14,4,14,10,6,7,0,10,6,17,1,3,11,8,6,8,3,11,5,0,0,0,0,14,11,4,1,11,12,3,0,12,6,12,0,16,13,0,0,13,0,0,0,0,0,0,0,14,17,0,0,1,2,0,9,0,17,0,0,8,7,0,0,14,2,4,14,0,0,0,0,0,0,0,0,0,0,0,7,13,8,7,14,0,1,0,16,0,0,0,0,3,0,5,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0
1.6588,0.63515,2.3946,-0.16525,0.8167,0.74948,0.2157,0.34413,1.8948,0.91561,0.89433,0.84391,0,1.6225,0.38021,0.64644,1.9482,-0.15615,0.80755,0.22075,1.5904,0.30482,0.39173,0.093582,1.3143,0,0,0,0,0.76498,0.95995,0.93632,2.4258,0.31983,0.76417,-0.044092,0,0.4009,1.8023,0.80928,0,1.4521,0.1698,0,0,1.0025,0,0,0,0,0,0,0,1.1139,0.55874,0,0,0.55719,1.5321,0,-0.56411,0,1.0311,0,0,1.2772,1.6744,0,0,0.27155,1.245,2.7208,1.9356,0,0,0,0,0,0,0,0,0,0,0,1.7243,1.4918,0.67145,0.39862,0.13799,0,0.34406,0,0.79373,0,0,0,0,-0.3142,0,0.07864,0,-0.27589,0,0,0.011119,0,0,0,0,0,0,0,0,0,0,-0.20774,0.32767,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,0,26,28,30,32,34,36,38,40,42,44,46,48,0,0,0,0,50,52,54,56,58,60,62,0,64,66,68,0,70,72,0,0,74,0,0,0,0,0,0,0,76,78,0,0,80,82,0,84,0,86,0,0,88,90,0,0,92,94,96,98,0,0,0,0,0,0,0,0,0,0,0,100,102,104,106,108,0,110,0,112,0,0,0,0,114,0,116,0,118,0,0,120,0,0,0,0,0,0,0,0,0,0,122,124,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,2,0,7,7,7,6,6,6,1,0,0,4,6,0,0,6,0,3,0,4,3,0,0,4,4,0,0,0,0,4,4,1,3,3,6,6,6,1,1,1,0,0,0,0,0,2,0,5,0,5,5,4,5,0,1,0,2,0,3,1,0,4,2,2,2,2,2,4,4,4,4,0,0,3,3,3,3,1,1,3,1
