15,2,6,5,2,5,1,16,14,14,13,3,16,10,7,15,12,0,3,9,0,11,1,16,0,9,3,14,12,0,0,13,12,0,0,0,0,0,8,6,5,0,0,0,16,5,9,8,2,3,0,14,0,11,0,1,14,0,0,12,14,0,5,9,0,8,10,5,0,0,0,0,0,0,8,9,15,16,9,0,0,0,10,16,16,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,6,5,3,16,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0
0.64323,0.21479,0.77202,1.0612,0.40376,-0.18322,1.6795,1.369,1.7862,0.97586,1.7775,0.53559,1.5189,0.92297,1.3527,-0.40284,1.3103,0,0.78994,-0.091497,0,1.1154,2.0061,0.63592,0,1.3176,-0.39017,1.0862,1.2758,0,0,1.2231,1.0946,0,0,0,0,0,0.026405,0.85306,-0.34566,0,0,0,2.1178,0.50813,2.4066,0.98087,-0.21351,-0.40255,0,0.77838,0,0.27027,0,-0.92134,1.2748,0,0,0.61867,1.198,0,0.22689,0.11378,0,0.66605,0.67304,0.96942,0,0,0,0,0,0,0.72281,1.272,2.8719,0.52133,-0.36357,0,0,0,0.82763,0.18655,1.2089,0,0,0,0,0.55687,0,0,0,0,0,0,0,0,0.4477,0,1.8144,2.2875,0.020964,0.19677,0,0,0,0,0,0.33947,0,2.5188,0,0,0,0,0,0,0,1.8936,0,0,0,0,0,0,0,-0.68584,0,0,0,0,-0.24781,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,0,36,38,0,40,42,44,0,46,48,50,52,0,0,54,56,0,0,0,0,0,58,60,62,0,0,0,64,66,68,70,72,74,0,76,0,78,0,80,82,0,0,84,86,0,88,90,0,92,94,96,0,0,0,0,0,0,98,100,102,104,106,0,0,0,108,110,112,0,0,0,0,114,0,0,0,0,0,0,0,0,116,0,118,120,122,124,0,0,0,0,0,126,0,128,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,132,0,0,0,0,134,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,5,0,0,0,0,4,4,0,0,4,1,3,3,6,0,0,0,6,4,4,0,0,0,0,0,0,2,0,2,0,1,0,0,6,6,0,0,1,0,0,5,0,0,0,7,5,7,2,5,7,0,0,0,0,0,3,1,1,0,0,0,3,3,3,1,0,5,4,4,3,4,7,4,2,0,2,0,0,0,0,3,3,1,3,3,0,6,0,5,5,5,2,2,7,7,0,7,7,7,3,3,6,6,0,1,4,7,6,0,1,6
