3,16,6,15,8,16,15,12,9,14,5,16,15,2,9,13,11,10,7,10,15,0,12,14,0,16,5,0,9,12,0,11,3,6,7,12,13,0,9,10,0,0,0,0,0,17,10,1,5,3,0,13,0,8,2,3,11,0,10,13,0,0,0,0,0,7,1,0,13,0,5,0,1,0,0,6,12,0,0,0,0,0,0,8,14,0,0,15,0,0,12,0,0,1,0,0,14,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
0.43422,1.4615,1.068,0.66857,1.1759,0.48348,0.4399,1.1407,1.6828,1.3863,1.6591,0.47843,1.7742,-1.112,1.5793,0.40058,1.0359,-0.46689,-0.13501,0.36752,1.0358,0,0.3184,1.8375,0,1.4542,0.97819,0,0.30963,1.2127,0,0.18794,-0.7816,1.0754,0.66492,0.95126,0.70792,0,1.9197,-0.3115,0,0,0,0,0,0.33832,1.24,1.0307,-0.050243,0.9954,0,0.45167,0,0.70814,0.55438,-0.153,0.22349,0,0.35196,1.399,0,0,0,0,0,0.68215,-1.1415,0,1.3586,0,-0.29555,0,0.77382,0,0,0.46399,1.7079,0,0,0,0,0,0,0.20844,0.99913,0,0,-0.1295,0,0,0.41716,0,0,1.0915,0,0,0.72108,0,0.88284,0,0,0,0,0,0,-0.34489,0,0,0,0,0,0,0,0,0,0,0,-0.15605,0,0,0,0,0,0,0,0,0.46975,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,0,44,46,0,48,50,0,52,54,0,56,58,60,62,64,66,0,68,70,0,0,0,0,0,72,74,76,78,80,0,82,0,84,86,88,90,0,92,94,0,0,0,0,0,96,98,0,100,0,102,0,104,0,0,106,108,0,0,0,0,0,0,110,112,0,0,114,0,0,116,0,0,118,0,0,120,0,122,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,128,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,5,1,5,7,7,0,0,0,0,0,2,0,3,0,0,0,0,6,0,0,3,1,1,5,5,0,0,7,0,5,0,3,0,3,3,0,0,1,4,5,2,3,3,0,0,2,3,0,3,6,0,1,1,0,1,5,0,4,0,7,7,5,5,1,1,0,2,1,1,3,4,2,2,6,6,6,6,0,1,2,2,4,4,3,1,1,0,3,3
