15,5,4,3,7,3,8,4,12,10,1,13,8,7,10,11,0,13,6,0,0,16,15,8,8,0,7,16,4,7,1,8,11,0,0,1,14,0,0,0,0,0,3,0,1,14,16,10,2,0,0,9,11,11,0,12,7,15,6,15,5,15,0,2,12,5,6,0,0,3,10,2,13,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,2,0,9,2,0,0,1,0,7,0,0,0,5,13,0,0,0,10,0,0,0,0,16,0,7,13,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,17,0,0,7,9,0,0,0,0,0,0,0,0,12,0,0,0
0.63084,0.94494,0.84776,-0.073738,1.4133,0.29712,0.85392,1.9772,0.41014,1.6772,-1.1542,0.50269,-0.12356,0.89283,1.2833,0.52193,0,0.34885,0.84513,0,0,1.367,0.068987,0.4033,0.52504,0,0.83454,2.1367,1.7508,1.5933,0.4901,-0.5999,1.071,0,0,1.1904,2.2143,0,0,0,0,0,-0.6805,0,0.41417,0.71717,1.5065,0.018152,1.2715,0,0,1.3249,0.54824,0.042799,0,0.53043,-0.054978,-0.3942,-0.45371,0.21218,0.094952,-0.29066,0,0.33735,0.59611,1.7067,1.0318,0,0,1.2244,0.68948,0.83695,1.0115,0,0,0.21825,0,0,0,0,0,0,0,0,0.10305,0,0,0,0,0.35252,0,1.6048,0,-0.30323,0.55555,0,0,-0.032483,0,1.4749,0,0,0,1.4006,0.31698,0,0,0,-0.28876,0,0,0,0,-0.50225,0,0.36286,0.44994,0,0,0,0,0,0,0,0,0,0,1.4515,0,0,0.78264,0,0,0,0.70028,0,0,0.28013,0.023005,0,0,0,0,0,0,0,0,1.8354,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,0,34,36,0,0,38,40,42,44,0,46,48,50,52,54,56,58,0,0,60,62,0,0,0,0,0,64,0,66,68,70,72,74,0,0,76,78,80,0,82,84,86,88,90,92,94,0,96,98,100,102,0,0,104,106,108,110,0,0,112,0,0,0,0,0,0,0,0,114,0,0,0,0,116,0,118,0,120,122,0,0,124,0,126,0,0,0,128,130,0,0,0,132,0,0,0,0,134,0,136,138,0,0,0,0,0,0,0,0,0,0,140,0,0,142,0,0,0,144,0,0,146,148,0,0,0,0,0,0,0,0,150,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,3,4,3,2,5,0,4,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,5,5,0,7,2,2,7,7,6,6,5,0,1,6,1,1,0,1,0,1,0,0,7,7,0,7,0,7,4,7,0,0,2,2,5,0,4,4,4,5,0,6,0,0,1,1,1,3,3,3,2,7,7,4,0,2,2,0,5,5,6,0,3,3,0,0,2,2,2,2,1,6,3,3,0,1,1,1
