9,2,1,5,15,17,16,3,14,16,8,16,0,15,0,14,13,9,8,1,11,10,4,3,14,0,0,11,11,4,9,17,17,9,0,2,6,0,0,16,11,11,1,9,0,0,0,14,0,2,0,15,0,7,12,0,0,7,8,0,0,0,6,12,11,0,8,16,7,3,0,0,0,16,0,0,0,0,0,0,8,1,15,15,16,0,0,0,0,2,0,1,2,12,10,0,8,11,6,0,0,0,0,13,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,13,6,0,0,0,0,0,0,0,0
1.2757,0.39415,1.1522,1.0047,0.63549,1.5379,1.3401,0.098274,1.7569,1.3067,0.96454,1.3466,0,1.6893,0,1.4063,0.20317,0.13684,1.9746,0.43472,0.52758,0.0056908,1.4228,0.97367,1.3404,0,0,0.19341,0.36023,1.0842,-0.19715,0.69186,0.33443,0.34246,0,0.40764,0.47663,0,0,0.81118,0.29273,0.91872,1.3626,2.5519,0,0,0,0.40566,0,-0.88994,0,0.39154,0,0.47464,2.1548,0,0,3.0104,1.4453,0,0,0,0.6206,1.5801,0.42055,0,-1.2687,1.8954,0.84508,0.67344,0,0,0,0.86245,0,0,0,0,0,0,0.85981,0.093555,0.40613,1.1251,0.79272,0,0,0,0,1.1092,0,2.5888,1.3561,0.77446,0.042267,0,0.10665,-0.18491,-0.15963,0,0,0,0,0.62763,0,0,0,0,0,1.6958,0,0.97797,0,0,0,0,0,-0.793,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3467,0,0.59098,0,0,0,0.15487,-0.82645,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,0,26,0,28,30,32,34,36,38,40,42,44,46,0,0,48,50,52,54,56,58,60,0,62,64,0,0,66,68,70,72,74,0,0,0,76,0,78,0,80,0,82,84,0,0,86,88,0,0,0,90,92,94,0,96,98,100,102,0,0,0,104,0,0,0,0,0,0,106,108,110,112,114,0,0,0,0,116,0,118,120,122,124,0,126,128,130,0,0,0,0,132,0,0,0,0,0,134,0,136,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,142,0,0,0,144,146,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,4,7,7,0,4,0,1,0,5,0,0,2,2,0,0,3,3,6,0,0,0,4,0,0,0,0,2,5,4,0,7,6,6,6,3,3,0,0,0,0,0,2,2,2,2,0,3,0,0,0,0,5,0,0,0,4,4,2,2,0,7,2,2,1,1,0,1,0,4,1,3,3,6,0,4,1,1,3,3,1,1,5,5,4,5,5,5,0,7,0,3,1,4,0,0,7,7,3,1,6,6,1,1
