15,3,9,7,11,8,3,9,12,8,6,13,16,8,7,15,15,15,2,16,15,5,3,16,3,12,4,17,9,0,0,0,0,6,12,15,10,2,0,2,0,2,5,8,0,4,0,1,2,1,14,7,1,13,0,9,11,0,0,16,0,0,15,10,9,0,0,0,0,0,14,10,13,0,0,0,0,0,0,1,9,10,3,13,0,0,0,13,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0.65794,0.28736,1.3413,0.44404,0.77488,0.91098,0.70002,-0.49409,1.5962,0.024764,0.57479,0.69985,1.9759,2.3438,1.6397,-0.48602,-0.20036,0.5179,1.2732,0.79688,0.2229,0.1031,2.0532,1.4615,0.43668,1.2722,1.8584,0.30898,2.5519,0,0,0,0,-0.52658,0.31437,-0.30915,0.28376,-0.1647,0,0.32005,0,-0.081517,0.61374,-0.079469,0,-0.057835,0,0.78044,1.0003,2.4363,0.75681,2.4015,1.2216,0.29316,0,2.3001,0.68482,0,0,0.19544,0,0,0.25343,0.56668,0.28843,0,0,0,0,0,0.6185,1.162,0.5443,0,0,0,0,0,0,-0.27056,-0.14886,0.15782,0.29486,0.98347,0,0,0,0.66116,1.8961,0,0,0,0,0,0,2.0028,0,0,0,0,0,0,0,-0.47355,0,0,0,1.2517,0.71627,0,0,0,0,0,0,0,0,0,0,0,-0.40749,0.39173,0,0,0,0.83102,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,0,0,0,0,60,62,64,66,68,0,70,0,72,74,76,0,78,0,80,82,84,86,88,90,92,0,94,96,0,0,98,0,0,100,102,104,0,0,0,0,0,106,108,110,0,0,0,0,0,0,112,114,116,118,120,0,0,0,122,124,0,0,0,0,0,0,126,0,0,0,0,0,0,0,128,0,0,0,130,132,0,0,0,0,0,0,0,0,0,0,0,134,136,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,7,7,0,3,5,0,0,0,6,6,1,3,3,0,0,0,1,2,1,1,1,1,0,0,0,0,0,4,4,4,0,0,2,1,2,2,4,7,0,7,6,6,3,5,6,6,0,6,6,3,0,0,3,3,2,3,5,4,5,4,5,5,5,0,0,4,2,2,0,7,6,3,3,3,2,3,4,4,4,2,7,7
