8,3,3,13,10,4,10,1,12,12,15,10,7,14,15,12,10,15,9,13,14,6,7,7,11,9,0,4,5,1,14,13,13,2,11,0,5,7,13,5,8,0,5,9,8,2,0,0,0,4,0,16,0,13,0,0,16,16,9,12,0,0,11,0,9,0,0,16,1,0,0,12,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,3,0,16,5,0,12,10,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,11,0,0,0
0.85452,0.12744,0.29712,0.68503,0.10533,1.3053,0.9239,1.0296,0.79854,0.73911,0.60975,0.91963,1.5377,0.74695,1.344,0.4962,-0.90998,0.41886,0.14853,0.33539,0.30879,2.1059,1.2124,1.3738,0.57978,1.8994,0,0.85334,0.55795,-0.43862,1.0497,0.12856,-0.075082,1.7705,0.18752,0,-0.27516,0.67861,1.1374,-0.44455,-0.59062,0,0.13814,-0.90499,0.20637,0.64766,0,0,0,0.11228,0,0.94904,0,0.36975,0,0,0.46308,0.027986,0.48304,0.77695,0,0,0.19306,0,-0.38899,0,0,1.3722,2.3363,0,0,1.7851,0,0,0,0,0,0,0,0.80919,0,0,1.5936,0,0,0,0,2.2182,0.68855,0,0,0,0,0,-1.6288,0,0,0,0,0,0,0,0,0,1.0647,0,-0.28253,0,0.28147,-0.66605,0,1.3236,-0.29205,1.0012,0,0,0,0,1.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74959,0,0,1.4209,0,-0.068889,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,0,54,56,58,60,62,64,66,68,0,70,72,74,76,78,0,80,82,84,86,0,0,0,88,0,90,0,92,0,0,94,96,98,100,0,0,102,0,104,0,0,106,108,0,0,110,0,0,0,0,0,0,0,112,0,0,114,0,0,0,0,116,118,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,122,0,124,0,126,128,0,130,132,134,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,140,0,142,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,4,7,2,0,7,0,7,0,2,5,0,0,0,0,7,6,0,5,0,5,5,0,0,4,4,0,1,4,4,5,2,6,6,0,3,1,0,3,3,4,4,0,0,4,4,2,2,2,0,3,2,1,3,2,4,6,6,1,0,6,0,6,0,0,1,0,0,0,3,4,7,7,0,2,2,2,6,5,5,6,5,1,1,3,3,1,1,1,0,7,7,0,1,0,3,3,3
