10,8,9,4,12,8,9,13,16,4,7,3,7,3,17,15,8,11,9,9,3,4,14,15,12,1,0,13,0,15,0,11,4,11,15,15,12,13,5,7,0,15,0,17,4,7,0,12,8,14,1,0,0,6,8,0,9,12,4,0,0,0,5,13,1,3,0,8,0,0,0,0,0,12,9,0,0,0,0,0,0,15,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,6,0,0,0,8,3,0,0,0,1,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.061,0.52361,1.2809,0.84688,1.1294,2.0406,2.2773,0.38352,1.5085,2.0465,1.3171,0.00098653,2.9514,0.74499,1.311,0.46182,-0.19939,0.67642,0.27779,1.683,-0.20545,0.5825,1.6101,0.023058,1.6217,-0.98186,0,0.65743,0,3.5673,0,0.50438,0.31417,-0.19317,0.19406,0.50817,1.3327,0.56009,-0.32123,1.1218,0,2.8551,0,0.60733,2.7192,2.1191,0,1.5578,0.29857,1.4043,-0.78325,0,0,0.81283,1.7494,0,2.6977,0.44265,0.39313,0,0,0,-0.73633,1.1754,0.34438,-0.43543,0,-0.23531,0,0,0,0,0,0.56976,0.70205,0,0,0,0,0,0,0.79541,0,0,0,0,0,0,-0.10397,-0.49569,0.35537,0,0,0,0,0,0,0,0.60062,0,0,0,-0.47045,0.54074,0,0,0,2.2508,0,0,0,0,0,0.92436,0.046469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091716,0,0,0,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,0,54,0,56,0,58,60,62,64,66,68,70,72,74,0,76,0,78,80,82,0,84,86,88,90,0,0,92,94,0,96,98,100,0,0,0,102,104,106,108,0,110,0,0,0,0,0,112,114,0,0,0,0,0,0,116,0,0,0,0,0,0,118,120,122,0,0,0,0,0,0,0,124,0,0,0,126,128,0,0,0,130,0,0,0,0,0,132,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,2,4,0,0,7,0,0,0,2,6,6,0,0,0,0,4,0,1,5,5,5,5,0,0,4,5,1,1,1,5,0,2,6,1,4,4,4,0,0,0,7,7,4,4,7,7,6,0,1,1,1,0,0,1,2,4,0,6,5,4,4,2,0,0,3,2,3,4,3,3,1,1,6,3,3,1,1,3,6,6,2,0,2,2,2,2
